Review	Liked
wonderful sushi and a great atmosphere overall.	1
Absolutely cozy restaurant, will come back again. The bread was outstanding too.	1
Absolutely impressive burger, will come back again.	1
The sushi here is wonderful and worth every penny. The service was wonderful too.	1
burnt food and a poor atmosphere overall.	0
greasy staff and a poor atmosphere overall.	0
What a great place, the steak exceeded expectations. The steak was perfect too.	1
We really regretted the slow menu tonight.	0
The ambience was disappointing.	0
Best menu I've had in a long time, truly fresh.	1
What a horrible place, the menu fell far short.	0
I loved the amazing menu here.	1
What a delicious place, the service exceeded expectations. The salad was impressive too.	1
Would not recommend, the pizza was bland.	0
The place here is terrible and not worth the money.	0
Absolutely delicious bread, will come back again.	1
The pizza here is outstanding and worth every penny. The bread was delightful too.	1
The waiter was unfriendly.	0
The pizza here is delicious and worth every penny.	1
quick chef and a great atmosphere overall. The waitress was friendly too.	1
The waiter was charming.	1
Absolutely slow staff, never coming back.	0
I loved the cozy waitress here. The soup was lovely too.	1
We really regretted the stale chef tonight.	0
I loved the fresh dessert here.	1
Worst staff I've had in a long time, truly awful.	0
The menu was fresh.	1
Such a underwhelming experience with the waitress.	0
The salad here is soggy and not worth the money.	0
What a burnt place, the place fell far short.	0
wonderful pasta and a great atmosphere overall.	1
Best sushi I've had in a long time, truly quick.	1
We really enjoyed the friendly place tonight.	1
We really regretted the soggy place tonight.	0
Highly recommend, the restaurant was cozy.	1
Such a mediocre experience with the menu.	0
The coffee was superb. The ambience was excellent too.	1
Absolutely horrible chef, never coming back.	0
mediocre waiter and a poor atmosphere overall.	0
The coffee was soggy.	0
generous menu and a great atmosphere overall. The ambience was outstanding too.	1
Highly recommend, the waiter was excellent.	1
What a charming place, the salad exceeded expectations. The pasta was impressive too.	1
Worst soup I've had in a long time, truly overpriced.	0
Worst place I've had in a long time, truly slow. The sushi was underwhelming too.	0
wonderful chef and a great atmosphere overall. The salad was flavorful too.	1
The ambience was lovely.	1
Best menu I've had in a long time, truly charming.	1
Worst bread I've had in a long time, truly terrible. The staff was greasy too.	0
I hated the bad place here.	0
We really regretted the tasteless ambience tonight.	0
I hated the noisy menu here.	0
Worst restaurant I've had in a long time, truly noisy.	0
Highly recommend, the dessert was great.	1
The staff here is cold and not worth the money.	0
Worst service I've had in a long time, truly awful.	0
Absolutely unfriendly food, never coming back. The salad was rude too.	0
Would not recommend, the coffee was bad.	0
We really regretted the dirty sushi tonight.	0
Absolutely amazing pizza, will come back again.	1
I hated the cold food here.	0
The restaurant was tasteless. The coffee was horrible too.	0
The service here is underwhelming and not worth the money. The food was horrible too.	0
Absolutely superb salad, will come back again.	1
Such a fresh experience with the waiter.	1
Highly recommend, the menu was fantastic. The waiter was delicious too.	1
Such a underwhelming experience with the food. The restaurant was stale too.	0
friendly waiter and a great atmosphere overall. The soup was generous too.	1
We really regretted the overpriced dessert tonight.	0
Worst pasta I've had in a long time, truly terrible.	0
The staff here is perfect and worth every penny. The salad was superb too.	1
The waitress here is underwhelming and not worth the money. The ambience was burnt too.	0
Worst sushi I've had in a long time, truly disappointing.	0
Such a dirty experience with the burger. The staff was stale too.	0
Highly recommend, the ambience was quick.	1
Would not recommend, the waitress was dirty. The burger was soggy too.	0
Would not recommend, the menu was greasy.	0
Highly recommend, the pizza was superb.	1
We really regretted the mediocre waiter tonight. The ambience was greasy too.	0
Such a tasteless experience with the coffee. The chef was underwhelming too.	0
We really enjoyed the cozy dessert tonight. The coffee was delightful too.	1
Absolutely overpriced pasta, never coming back.	0
Would not recommend, the waitress was unfriendly. The burger was greasy too.	0
What a mediocre place, the pizza fell far short.	0
Worst bread I've had in a long time, truly awful. The pasta was tasteless too.	0
The service was dirty.	0
perfect bread and a great atmosphere overall.	1
We really enjoyed the delicious food tonight. The waiter was delightful too.	1
The menu was impressive.	1
We really enjoyed the fresh chef tonight.	1
The soup here is tasteless and not worth the money.	0
Such a terrible experience with the dessert.	0
bland food and a poor atmosphere overall. The bread was dirty too.	0
The place was dirty.	0
Worst food I've had in a long time, truly greasy. The waiter was burnt too.	0
Such a lovely experience with the place. The staff was wonderful too.	1
The chef here is delightful and worth every penny.	1
We really regretted the overpriced pizza tonight.	0
I hated the disappointing steak here.	0
Absolutely cold place, never coming back. The dessert was noisy too.	0
Absolutely perfect food, will come back again.	1
The waiter here is bad and not worth the money. The waitress was horrible too.	0
I hated the dirty waiter here.	0
We really regretted the dirty coffee tonight. The menu was burnt too.	0
The dessert here is superb and worth every penny. The staff was perfect too.	1
What a awful place, the waitress fell far short.	0
Such a impressive experience with the staff. The staff was flavorful too.	1
Best pasta I've had in a long time, truly superb. The pizza was generous too.	1
Absolutely quick service, will come back again.	1
fantastic bread and a great atmosphere overall.	1
The pizza here is generous and worth every penny. The restaurant was great too.	1
Best steak I've had in a long time, truly flavorful.	1
The waiter here is mediocre and not worth the money.	0
The waiter was mediocre.	0
Would not recommend, the coffee was cold.	0
Absolutely friendly chef, will come back again. The salad was delicious too.	1
Such a noisy experience with the waitress. The waitress was overpriced too.	0
What a fresh place, the food exceeded expectations.	1
We really enjoyed the quick staff tonight.	1
The pasta was outstanding.	1
Would not recommend, the salad was noisy. The restaurant was mediocre too.	0
I loved the fresh chef here.	1
Such a perfect experience with the menu.	1
Would not recommend, the coffee was burnt.	0
Worst pasta I've had in a long time, truly soggy.	0
Absolutely lovely staff, will come back again. The dessert was delightful too.	1
The pizza here is friendly and worth every penny. The restaurant was charming too.	1
I hated the overpriced waiter here. The restaurant was underwhelming too.	0
We really regretted the dirty dessert tonight. The waiter was unfriendly too.	0
I hated the bland salad here.	0
The pasta was impressive.	1
I hated the disappointing burger here.	0
Such a greasy experience with the menu.	0
Such a dirty experience with the salad.	0
Absolutely delicious staff, will come back again.	1
We really regretted the underwhelming soup tonight. The place was tasteless too.	0
Absolutely mediocre food, never coming back.	0
What a bad place, the place fell far short. The steak was bland too.	0
Absolutely disappointing chef, never coming back.	0
What a slow place, the waitress fell far short. The service was soggy too.	0
What a fresh place, the sushi exceeded expectations. The place was impressive too.	1
fresh bread and a great atmosphere overall.	1
We really enjoyed the outstanding staff tonight. The chef was quick too.	1
